Species,Country_of_Origin,Number_of_Bags,Bag_Weight,Harvest_Year,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,BitterSweetness,Mouthfeel_Body,Uniform_Cup,Clean_cup,Blance,Cupper_Points,Total_Cup_Points,Moisture,Category_one_Defects,Quakers,Color,Category_Two_Defects
Arabica,Taiwan,8,18,2014.0,Washed / Wet,7.67,7.75,7.67,7.75,10.0,7.42,10.0,10.0,7.75,7.83,83.83,0.0,0,0.0,Green,1
Arabica,Ethiopia,320,60,2014.0,Natural / Dry,7.75,7.75,7.67,7.67,10.0,7.58,10.0,10.0,7.67,7.75,83.83,0.12,0,0.0,Green,4
Arabica,Brazil,300,2,2015.0,Semi-washed / Semi-pulped,7.67,7.67,7.58,7.5,9.33,7.83,10.0,10.0,8.17,8.08,83.83,0.0,0,0.0,Green,1
Arabica,Costa Rica,250,1,2013.0,Washed / Wet,7.83,7.42,7.5,7.83,10.0,7.75,10.0,10.0,7.83,7.67,83.83,0.1,0,0.0,Green,3
Arabica,Guatemala,250,69,2014.0,Washed / Wet,7.58,7.83,7.33,8.0,10.0,7.58,10.0,10.0,7.75,7.75,83.83,0.1,0,0.0,Green,1
Arabica,Brazil,320,60,2014.0,Natural / Dry,7.92,7.5,7.33,7.67,10.0,8.17,10.0,10.0,7.5,7.75,83.83,0.1,0,0.0,Green,0
Arabica,Ecuador,1,2.5,2013.0,Natural / Dry,7.5,7.67,7.58,7.75,10.0,7.83,10.0,10.0,7.83,7.67,83.83,0.09,0,0.0,Bluish-Green,0
Arabica,Colombia,250,70,2013.0,Washed / Wet,7.67,7.58,7.58,7.83,10.0,7.58,10.0,10.0,7.67,7.92,83.83,0.11,0,0.0,Green,1
Arabica,Guatemala,250,69,2013.0,Washed / Wet,7.5,7.83,7.5,7.83,10.0,7.83,10.0,10.0,7.67,7.67,83.83,0.11,0,0.0,Green,3
Arabica,Mexico,20,1,2012.0,Natural / Dry,7.67,8.0,7.67,7.42,10.0,7.67,10.0,10.0,7.5,7.92,83.83,0.1,0,0.0,Green,2
Arabica,Mexico,250,1,2012.0,Natural / Dry,7.67,7.58,7.5,7.75,10.0,7.75,10.0,10.0,7.75,7.83,83.83,0.11,0,0.0,,4
Arabica,Brazil,300,1,2011.0,Semi-washed / Semi-pulped,7.83,7.83,7.58,7.67,10.0,7.5,10.0,10.0,7.58,7.83,83.83,0.12,0,0.0,Green,3
Arabica,Thailand,175,50,2011.0,,7.75,7.75,7.58,8.0,10.0,7.67,10.0,10.0,7.58,7.5,83.83,0.02,0,0.0,,2
Arabica,Thailand,1,60,2011.0,,7.5,7.83,7.58,7.58,10.0,7.75,10.0,10.0,7.83,7.75,83.83,0.01,0,0.0,,0
Arabica,Ethiopia,300,6,2010.0,,7.58,7.83,7.58,8.0,10.0,7.83,10.0,10.0,7.5,7.5,83.83,0.1,0,0.0,,3
Arabica,Kenya,200,60,,Washed / Wet,7.75,7.58,7.5,7.58,10.0,7.75,10.0,10.0,7.75,7.83,83.75,0.11,0,0.0,Green,2
Arabica,Brazil,320,60,2017.0,Natural / Dry,7.67,7.67,7.58,7.75,10.0,7.67,10.0,10.0,7.67,7.75,83.75,0.11,0,0.0,Green,5
Arabica,Colombia,275,70,2017.0,Washed / Wet,7.83,7.83,7.58,7.58,10.0,7.58,10.0,10.0,7.58,7.75,83.75,0.11,0,0.0,Green,1
Arabica,Taiwan,10,10,2016.0,Natural / Dry,7.67,7.67,7.58,7.58,10.0,7.67,10.0,10.0,7.83,7.75,83.75,0.0,0,0.0,Green,0
Arabica,Colombia,275,70,2016.0,Washed / Wet,7.92,7.75,7.5,7.67,10.0,7.75,10.0,10.0,7.5,7.67,83.75,0.0,1,0.0,Green,4
Arabica,China,3,60,2015.0,Washed / Wet,7.83,7.75,7.67,7.5,10.0,7.58,10.0,10.0,7.67,7.75,83.75,0.1,0,1.0,Green,2
Arabica,Colombia,250,70,2016.0,Natural / Dry,7.75,7.67,7.5,7.67,10.0,7.58,10.0,10.0,7.83,7.75,83.75,0.0,0,0.0,Green,0
Arabica,Uganda,320,60,2013.0,Natural / Dry,8.0,7.92,7.58,7.75,10.0,7.33,10.0,10.0,7.5,7.67,83.75,0.12,0,0.0,Green,0
Arabica,United States (Puerto Rico),18,2.5,2013.0,Washed / Wet,7.83,7.83,7.83,7.67,10.0,8.0,9.33,9.33,8.17,7.75,83.75,0.12,0,0.0,Green,1
Arabica,Colombia,100,70,2014.0,Washed / Wet,7.67,7.67,7.67,7.92,10.0,7.5,10.0,10.0,7.67,7.67,83.75,0.0,0,0.0,Green,5
Arabica,Colombia,250,70,2014.0,Washed / Wet,7.67,7.42,7.42,7.42,10.0,8.0,10.0,10.0,8.33,7.5,83.75,0.0,0,0.0,Green,3
Arabica,Colombia,250,70,2013.0,Washed / Wet,7.58,7.67,7.75,7.67,10.0,7.67,10.0,10.0,7.67,7.75,83.75,0.0,0,0.0,Blue-Green,1
Arabica,Colombia,275,70,2013.0,Washed / Wet,7.75,7.67,7.75,7.58,10.0,7.42,10.0,10.0,8.0,7.58,83.75,0.11,0,0.0,Green,3
Arabica,United States (Hawaii),12,50,2013.0,Natural / Dry,7.25,7.42,7.67,7.58,10.0,7.83,10.0,10.0,8.25,7.75,83.75,0.0,0,0.0,Bluish-Green,0
Arabica,Mexico,10,1,2012.0,Natural / Dry,7.83,7.58,7.58,7.5,10.0,7.75,10.0,10.0,7.67,7.83,83.75,0.13,5,0.0,None,5
Arabica,Guatemala,250,1.5,2012.0,Washed / Wet,7.67,7.58,7.58,7.67,10.0,7.75,10.0,10.0,7.75,7.75,83.75,0.11,0,0.0,Bluish-Green,1
Arabica,Colombia,275,70,2011.0,,7.83,7.83,7.58,7.33,10.0,7.42,10.0,10.0,7.67,8.08,83.75,0.1,0,0.0,,1
Arabica,Colombia,250,70,2010.0,,7.75,7.67,7.25,7.25,10.0,7.58,10.0,10.0,8.5,7.75,83.75,0.06,0,0.0,,1
Arabica,United States (Hawaii),4,1,,,7.83,7.67,7.75,7.67,10.0,7.58,10.0,10.0,7.5,7.75,83.75,0.0,0,0.0,,0
Arabica,Brazil,320,60,2018.0,Natural / Dry,7.67,7.83,7.5,7.67,10.0,7.67,10.0,10.0,7.5,7.83,83.67,0.11,0,0.0,Green,2
Arabica,Kenya,200,60,2017.0,Washed / Wet,8.08,7.67,7.67,7.58,10.0,7.25,10.0,10.0,7.67,7.75,83.67,0.11,0,0.0,Bluish-Green,0
Arabica,Honduras,285,69,2016.0,Washed / Wet,7.5,7.5,7.67,7.67,10.0,8.0,10.0,10.0,8.0,7.33,83.67,0.1,0,0.0,Green,2
Arabica,Nicaragua,275,69,2016.0,Washed / Wet,7.67,7.75,7.67,7.67,10.0,7.83,10.0,10.0,7.58,7.5,83.67,0.1,0,0.0,Green,3
Arabica,Brazil,320,60,2016.0,Natural / Dry,7.58,7.75,7.58,7.75,10.0,7.58,10.0,10.0,7.58,7.83,83.67,0.11,0,2.0,Green,3
Arabica,Taiwan,20,50,2015.0,Natural / Dry,7.5,7.67,7.33,7.92,10.0,7.83,10.0,10.0,7.67,7.75,83.67,0.1,0,0.0,Bluish-Green,0
Arabica,Costa Rica,275,69,,,7.33,7.67,7.67,7.5,10.0,7.67,10.0,10.0,7.5,8.33,83.67,0.11,0,0.0,Blue-Green,1
Arabica,Thailand,1,1,2014.0,Washed / Wet,7.5,7.75,7.58,7.83,10.0,7.67,10.0,10.0,7.58,7.75,83.67,0.12,0,0.0,Bluish-Green,0
Arabica,Colombia,100,1,2015.0,Washed / Wet,7.5,7.75,7.5,7.75,10.0,7.67,10.0,10.0,7.67,7.83,83.67,0.11,0,0.0,,4
Arabica,Guatemala,275,69,2014.0,Washed / Wet,8.0,7.5,7.33,8.0,10.0,8.0,9.33,10.0,8.0,7.5,83.67,0.1,0,0.0,Green,0
Arabica,Colombia,250,70,2013.0,Washed / Wet,7.83,7.75,7.67,7.58,10.0,7.58,10.0,10.0,7.67,7.58,83.67,0.0,0,0.0,Green,3
Arabica,Colombia,250,70,2013.0,Washed / Wet,7.67,7.67,7.67,7.67,10.0,7.33,10.0,10.0,7.75,7.92,83.67,0.0,0,0.0,Green,1
Arabica,Guatemala,250,69,2013.0,Washed / Wet,7.67,7.67,7.42,7.67,10.0,8.0,10.0,10.0,7.75,7.5,83.67,0.12,1,0.0,Green,3
Arabica,Guatemala,250,69,2013.0,Washed / Wet,7.83,7.67,7.33,7.67,10.0,7.67,10.0,10.0,7.83,7.67,83.67,0.11,0,0.0,Green,2
Arabica,Colombia,250,70,2012.0,Washed / Wet,7.75,7.75,7.58,7.83,10.0,7.17,10.0,10.0,7.75,7.83,83.67,0.11,0,0.0,Green,1
Arabica,Guatemala,250,1,2012.0,Natural / Dry,8.17,8.17,7.83,7.67,9.33,8.08,9.33,9.33,7.75,8.0,83.67,0.11,0,0.0,Green,1
Arabica,Guatemala,250,1,2012.0,Washed / Wet,7.67,8.17,7.5,7.42,10.0,7.58,10.0,10.0,7.83,7.5,83.67,0.11,0,0.0,Green,13
Arabica,Mexico,48,1,2012.0,Washed / Wet,7.67,7.5,7.5,7.33,10.0,7.83,10.0,10.0,8.25,7.58,83.67,0.12,4,0.0,Green,11
Arabica,Indonesia,10,60,2012.0,Washed / Wet,8.17,7.67,7.58,7.58,10.0,7.42,10.0,10.0,7.67,7.58,83.67,0.12,0,0.0,Green,0
Arabica,Guatemala,250,69,2012.0,Washed / Wet,7.67,7.5,7.33,8.0,10.0,7.67,10.0,10.0,7.67,7.83,83.67,0.1,0,0.0,Green,0
Arabica,United States (Hawaii),3,50,,,7.75,8.0,7.92,8.08,9.33,7.75,9.33,9.33,8.0,8.17,83.67,0.0,0,0.0,,0
Arabica,Brazil,320,60,2018.0,Natural / Dry,7.58,7.67,7.58,7.58,10.0,7.67,10.0,10.0,7.58,7.92,83.58,0.11,0,0.0,Green,5
Arabica,Guatemala,275,69,2016.0,Washed / Wet,7.75,7.75,7.5,7.83,10.0,7.58,10.0,10.0,7.58,7.58,83.58,0.11,0,1.0,Green,0
Arabica,Colombia,275,70,2016.0,Washed / Wet,7.75,7.75,7.58,7.58,10.0,7.67,10.0,10.0,7.58,7.67,83.58,0.11,0,0.0,Green,4
Arabica,China,3,60,2015.0,Washed / Wet,7.67,7.58,7.58,7.58,10.0,7.67,10.0,10.0,7.75,7.75,83.58,0.1,0,1.0,Green,4
Arabica,Colombia,275,70,2015.0,Washed / Wet,7.67,7.75,7.58,7.67,10.0,7.75,10.0,10.0,7.58,7.58,83.58,0.12,0,0.0,Green,3
Arabica,Mexico,275,2,2014.0,Washed / Wet,7.75,7.75,7.58,7.58,10.0,7.5,10.0,10.0,7.67,7.75,83.58,0.12,1,0.0,Green,13
Arabica,Ethiopia,250,60,2014.0,Washed / Wet,7.75,7.67,7.58,7.67,10.0,7.5,10.0,10.0,7.67,7.75,83.58,0.0,0,0.0,,7
Arabica,Uganda,100,60,2013.0,Washed / Wet,7.67,7.67,7.42,7.75,10.0,7.75,10.0,10.0,7.67,7.67,83.58,0.12,0,0.0,Green,5
Arabica,Colombia,250,70,2014.0,Natural / Dry,7.67,7.58,7.67,7.67,10.0,7.67,10.0,10.0,7.67,7.67,83.58,0.0,0,0.0,Green,0
Arabica,Colombia,250,70,2014.0,Washed / Wet,7.67,7.58,7.67,7.58,10.0,7.67,10.0,10.0,7.75,7.67,83.58,0.12,0,0.0,Green,1
Arabica,Colombia,250,70,2014.0,Washed / Wet,7.75,7.58,7.5,7.58,10.0,7.75,10.0,10.0,7.83,7.58,83.58,0.0,0,0.0,,0
Arabica,Taiwan,10,30,2014.0,Other,7.75,7.75,7.75,7.75,10.0,7.5,10.0,10.0,7.58,7.5,83.58,0.11,0,0.0,Green,0
Arabica,Colombia,275,70,2012.0,Washed / Wet,7.67,7.67,7.58,7.67,10.0,7.75,10.0,10.0,7.58,7.67,83.58,0.11,0,0.0,Green,3
Arabica,Mexico,250,1,2012.0,Washed / Wet,7.83,7.67,7.58,7.58,10.0,7.67,10.0,10.0,7.58,7.67,83.58,0.12,0,0.0,,2
Arabica,Colombia,250,70,2012.0,Natural / Dry,7.67,7.58,7.58,7.58,10.0,7.67,10.0,10.0,7.75,7.75,83.58,0.11,0,0.0,Green,4
Arabica,Brazil,33,60,2012.0,Semi-washed / Semi-pulped,7.83,7.75,7.5,7.75,10.0,7.5,10.0,10.0,7.58,7.67,83.58,0.12,0,0.0,Blue-Green,2
Arabica,Colombia,50,70,2016.0,Washed / Wet,7.75,7.58,7.58,7.75,10.0,7.75,10.0,10.0,7.5,7.58,83.5,0.0,0,0.0,Bluish-Green,5
Arabica,Taiwan,1,10,2016.0,,7.58,7.58,7.17,7.17,10.0,7.0,10.0,10.0,7.0,10.0,83.5,0.11,0,0.0,Blue-Green,0
Arabica,Costa Rica,245,69,2015.0,Washed / Wet,7.92,7.42,7.5,7.67,10.0,7.5,10.0,10.0,7.67,7.83,83.5,0.0,0,0.0,Blue-Green,0
Arabica,Colombia,250,70,2016.0,Natural / Dry,7.75,7.58,7.58,7.5,10.0,7.75,10.0,10.0,7.75,7.58,83.5,0.0,0,0.0,Green,0
Arabica,Guatemala,250,69,2016.0,Washed / Wet,7.67,7.75,7.5,7.83,10.0,7.58,10.0,10.0,7.58,7.58,83.5,0.1,0,2.0,Bluish-Green,5
Arabica,Colombia,180,70,2015.0,Washed / Wet,7.58,7.58,7.58,7.58,10.0,7.75,10.0,10.0,7.67,7.75,83.5,0.12,0,0.0,Green,4
Arabica,"Tanzania, United Republic Of",5,60,2015.0,Washed / Wet,7.75,7.67,7.58,7.67,10.0,7.67,10.0,10.0,7.58,7.58,83.5,0.13,0,0.0,Green,21
Arabica,Indonesia,200,30,2015.0,Semi-washed / Semi-pulped,7.25,7.67,7.58,7.92,10.0,7.83,10.0,10.0,7.58,7.67,83.5,0.13,0,0.0,Bluish-Green,8
Arabica,Ethiopia,320,60,2014.0,Natural / Dry,7.67,7.75,7.5,7.58,10.0,7.75,10.0,10.0,7.67,7.58,83.5,0.1,1,0.0,,18
Arabica,Colombia,275,2,2014.0,Washed / Wet,7.67,7.42,7.67,7.83,10.0,7.58,10.0,10.0,7.67,7.67,83.5,0.0,1,0.0,,0
Arabica,Colombia,275,70,2014.0,Washed / Wet,8.0,7.58,7.25,7.58,10.0,7.92,10.0,10.0,7.58,7.58,83.5,0.11,0,0.0,Green,0
Arabica,Guatemala,250,1,2013.0,Washed / Wet,7.58,7.75,7.5,7.83,10.0,7.42,10.0,10.0,7.67,7.75,83.5,0.1,0,0.0,Green,0
Arabica,Colombia,250,70,2014.0,Washed / Wet,7.75,7.58,7.33,7.5,10.0,7.83,10.0,10.0,7.83,7.67,83.5,0.0,2,0.0,,0
Arabica,Honduras,275,1,2014.0,Natural / Dry,7.67,7.5,7.67,7.5,10.0,7.67,10.0,10.0,7.67,7.83,83.5,0.1,0,0.0,Green,3
Arabica,Colombia,250,70,2013.0,Washed / Wet,7.58,7.75,7.42,7.67,10.0,7.75,10.0,10.0,7.67,7.67,83.5,0.0,1,0.0,Green,1
Arabica,Colombia,250,70,2013.0,Washed / Wet,7.58,7.67,7.58,7.75,10.0,7.58,10.0,10.0,7.75,7.58,83.5,0.11,0,,Green,2
Arabica,Mexico,10,1,2012.0,Natural / Dry,7.83,7.58,7.25,7.5,10.0,7.5,10.0,10.0,7.42,8.42,83.5,0.13,0,0.0,Green,14
Arabica,Mexico,10,1,2012.0,Semi-washed / Semi-pulped,7.67,7.75,7.67,7.75,10.0,7.58,10.0,10.0,7.5,7.58,83.5,0.11,0,0.0,Green,12
Arabica,Mexico,15,1,2012.0,Washed / Wet,7.75,7.67,7.67,7.75,10.0,7.33,10.0,10.0,7.5,7.83,83.5,0.12,0,0.0,Green,0
Arabica,Guatemala,275,69,2012.0,Washed / Wet,7.83,7.5,7.5,8.0,10.0,7.67,10.0,10.0,7.5,7.5,83.5,0.1,0,0.0,Green,5
Arabica,Colombia,175,70,2012.0,Washed / Wet,7.67,7.58,7.58,7.67,10.0,7.67,10.0,10.0,7.67,7.67,83.5,0.11,0,0.0,Green,0
Arabica,Guatemala,250,2,2012.0,Washed / Wet,7.5,7.5,7.75,7.5,10.0,8.0,10.0,10.0,7.67,7.58,83.5,0.0,3,0.0,Green,12
Arabica,United States (Hawaii),14,50,,,7.5,7.67,7.58,7.92,10.0,7.58,10.0,10.0,7.67,7.58,83.5,0.01,0,0.0,,0
Arabica,Indonesia,10,60,2010.0,,7.83,7.58,7.58,7.58,10.0,7.75,10.0,10.0,7.58,7.58,83.5,0.0,0,0.0,,0
Arabica,Colombia,300,29,2018.0,Washed / Wet,7.5,7.58,7.58,7.5,10.0,7.75,10.0,10.0,7.83,7.67,83.42,0.0,0,2.0,Green,1
Arabica,Guatemala,50,69,2017.0,Washed / Wet,7.67,7.75,7.5,7.58,10.0,7.58,10.0,10.0,7.67,7.67,83.42,0.1,0,0.0,Green,3
Arabica,Colombia,600,29,2016.0,Washed / Wet,7.67,7.67,7.5,7.67,10.0,7.67,10.0,10.0,7.58,7.67,83.42,0.11,0,0.0,Green,2
Arabica,Costa Rica,275,69,2016.0,Washed / Wet,7.58,7.5,7.42,7.92,10.0,7.5,10.0,10.0,7.67,7.83,83.42,0.09,0,0.0,Blue-Green,4
Arabica,Taiwan,1,10,2015.0,,7.67,7.67,7.0,7.08,10.0,7.0,10.0,10.0,7.0,10.0,83.42,0.11,0,0.0,Blue-Green,0
Arabica,Uganda,20,1218,2015.0,Washed / Wet,7.58,7.75,7.33,7.75,10.0,7.67,10.0,10.0,7.58,7.75,83.42,0.11,0,0.0,Green,1
Arabica,Thailand,500,25,2015.0,Washed / Wet,7.5,7.58,7.75,7.5,10.0,7.75,10.0,10.0,7.67,7.67,83.42,0.13,0,0.0,Bluish-Green,0
Arabica,El Salvador,275,69,2016.0,Washed / Wet,7.58,7.5,7.75,7.58,10.0,7.75,10.0,10.0,7.67,7.58,83.42,0.11,0,0.0,,0
Arabica,Colombia,275,70,2015.0,Natural / Dry,7.58,7.67,7.58,7.67,10.0,7.58,10.0,10.0,7.67,7.67,83.42,0.12,4,0.0,Green,0
Arabica,Brazil,300,60,2014.0,Semi-washed / Semi-pulped,7.33,7.83,7.75,7.5,10.0,7.42,10.0,10.0,7.83,7.75,83.42,0.12,0,0.0,Green,6
Arabica,"Tanzania, United Republic Of",39,60,2014.0,Washed / Wet,7.75,7.67,7.58,7.67,10.0,7.58,10.0,10.0,7.58,7.58,83.42,0.13,0,0.0,Green,4
Arabica,Colombia,250,70,2015.0,Washed / Wet,7.58,7.58,7.25,7.75,10.0,7.75,9.33,10.0,8.58,7.58,83.42,0.12,0,0.0,Green,1
Arabica,Guatemala,250,69,2013.0,Natural / Dry,7.75,7.83,7.33,7.83,10.0,7.5,10.0,10.0,7.67,7.5,83.42,0.1,0,0.0,Green,1
Arabica,Guatemala,250,69,2014.0,Washed / Wet,7.67,7.75,7.5,7.83,10.0,7.58,10.0,10.0,7.5,7.58,83.42,0.1,0,0.0,Green,2
Arabica,Guatemala,250,69,2013.0,Washed / Wet,7.67,7.5,7.75,7.42,10.0,7.75,10.0,10.0,7.75,7.58,83.42,0.11,0,0.0,Green,0
Arabica,United States (Hawaii),13,50,2012.0,Natural / Dry,7.42,7.75,7.67,7.58,10.0,7.67,10.0,10.0,7.67,7.67,83.42,0.0,0,0.0,Green,2
Arabica,Colombia,250,70,2012.0,Washed / Wet,7.5,7.75,7.58,7.5,10.0,7.67,10.0,10.0,7.75,7.67,83.42,0.11,0,0.0,Green,2
Arabica,Colombia,250,70,,,7.58,7.58,7.58,7.67,10.0,7.75,10.0,10.0,7.67,7.58,83.42,0.1,1,0.0,,3
Arabica,United States (Hawaii),12,60,2010.0,,7.5,7.92,7.42,7.67,10.0,7.83,10.0,10.0,7.58,7.5,83.42,0.01,0,0.0,,0
Arabica,Thailand,4,0.5,,,7.58,7.25,7.5,7.92,10.0,7.92,10.0,10.0,7.42,7.83,83.42,0.11,0,0.0,,0
Arabica,Mexico,6,6,,,7.25,7.88,7.38,7.63,10.0,7.5,9.0,10.0,8.75,8.0,83.38,0.09,2,0.0,,4
Arabica,Colombia,275,70,2016.0,Washed / Wet,7.75,7.5,7.75,7.58,10.0,7.58,10.0,10.0,7.58,7.58,83.33,0.0,0,1.0,,0
Arabica,Colombia,130,70,2016.0,Washed / Wet,7.67,7.58,7.58,7.42,10.0,7.67,10.0,10.0,7.75,7.67,83.33,0.0,0,0.0,Blue-Green,0
Arabica,Colombia,275,70,2016.0,Washed / Wet,7.83,7.58,7.58,7.58,10.0,7.5,10.0,10.0,7.58,7.67,83.33,0.0,1,0.0,Green,2
Arabica,Brazil,10,2,2016.0,Semi-washed / Semi-pulped,7.5,7.83,7.33,7.58,10.0,7.58,10.0,10.0,7.92,7.58,83.33,0.1,1,0.0,Green,5
Arabica,Mexico,275,1,2014.0,Washed / Wet,7.75,7.75,7.5,7.67,10.0,7.5,10.0,10.0,7.58,7.58,83.33,0.12,0,0.0,Green,2
Arabica,Colombia,275,70,2015.0,Washed / Wet,7.67,7.75,7.42,7.83,10.0,7.83,10.0,10.0,7.42,7.42,83.33,0.11,0,0.0,Green,1
Arabica,"Tanzania, United Republic Of",10,60,2014.0,Semi-washed / Semi-pulped,7.75,7.58,7.67,7.58,10.0,7.58,10.0,10.0,7.58,7.58,83.33,0.12,0,0.0,Green,6
Arabica,Mexico,200,1,2013.0,Washed / Wet,7.67,7.67,7.58,7.67,10.0,7.5,10.0,10.0,7.58,7.67,83.33,0.12,0,0.0,Green,0
Arabica,Costa Rica,250,1.5,2014.0,Washed / Wet,7.67,7.67,7.42,7.67,10.0,7.67,10.0,10.0,7.67,7.58,83.33,0.12,0,0.0,Green,3
Arabica,United States (Hawaii),12,50,2014.0,Natural / Dry,7.83,7.58,7.83,7.67,9.33,7.92,9.33,10.0,8.0,7.83,83.33,0.11,0,0.0,Bluish-Green,1
Arabica,Costa Rica,250,1,2013.0,Washed / Wet,7.5,7.67,7.67,7.5,10.0,7.83,10.0,10.0,7.17,8.0,83.33,0.11,0,0.0,Green,3
Arabica,Peru,280,2.5,2013.0,Washed / Wet,7.83,7.75,7.58,7.83,10.0,7.92,9.33,10.0,7.58,7.5,83.33,0.12,0,0.0,Green,5
Arabica,Haiti,2,2,2012.0,Washed / Wet,7.58,7.5,7.67,7.5,10.0,7.83,10.0,10.0,7.42,7.83,83.33,0.11,0,0.0,Green,4
Arabica,Colombia,250,70,2013.0,Natural / Dry,7.67,7.67,7.5,7.67,10.0,7.92,10.0,10.0,7.42,7.5,83.33,0.11,0,0.0,Green,1
Arabica,Guatemala,250,69,2013.0,Washed / Wet,7.83,7.67,7.17,7.67,10.0,7.67,10.0,10.0,7.67,7.67,83.33,0.11,0,0.0,Green,3
Arabica,United States (Hawaii),7,50,2012.0,Natural / Dry,7.92,7.5,7.58,7.83,10.0,7.67,9.33,10.0,7.67,7.83,83.33,0.1,0,0.0,Bluish-Green,4
Arabica,Burundi,220,60,2012.0,Washed / Wet,7.75,7.67,7.33,7.5,10.0,7.5,10.0,10.0,7.75,7.83,83.33,0.0,0,0.0,,5
Arabica,Colombia,250,70,2012.0,Washed / Wet,7.5,7.67,7.67,7.58,10.0,7.67,10.0,10.0,7.58,7.67,83.33,0.0,0,0.0,Green,1
Arabica,United States (Hawaii),27,50,,,8.08,7.83,7.83,7.75,9.33,7.67,9.33,10.0,7.58,7.92,83.33,0.01,0,0.0,,0
Arabica,United States (Hawaii),25,50,,,7.58,7.67,7.58,7.5,10.0,7.83,10.0,10.0,7.67,7.5,83.33,0.0,0,0.0,,0
Arabica,Mexico,50,50,2017.0,Washed / Wet,7.67,7.83,7.42,7.83,10.0,7.33,10.0,10.0,7.5,7.67,83.25,0.11,0,0.0,Blue-Green,0
Arabica,Costa Rica,29,46,2016.0,Pulped natural / honey,7.5,7.5,7.83,7.5,10.0,7.67,10.0,10.0,7.67,7.58,83.25,0.11,0,0.0,Green,0
Arabica,Costa Rica,275,69,2015.0,Washed / Wet,7.83,7.5,7.42,7.67,10.0,7.5,10.0,10.0,7.67,7.67,83.25,0.11,0,0.0,,0
Arabica,Guatemala,275,0,2016.0,Washed / Wet,7.5,7.58,7.42,7.83,10.0,7.67,10.0,10.0,7.58,7.67,83.25,0.11,0,2.0,Green,7
Arabica,Uganda,150,9000,2015.0,Washed / Wet,7.5,7.67,7.67,7.42,10.0,7.67,10.0,10.0,7.67,7.67,83.25,0.12,0,0.0,Green,1
Arabica,Brazil,300,60,2016.0,,7.58,7.67,7.42,7.5,10.0,7.67,10.0,10.0,7.42,8.0,83.25,0.12,0,0.0,Green,4
Arabica,Colombia,304,35,2016.0,Natural / Dry,7.58,7.67,7.67,7.17,10.0,7.75,10.0,10.0,7.83,7.58,83.25,0.0,0,0.0,Green,2
Arabica,Mexico,11,2,2015.0,Natural / Dry,7.83,7.75,7.5,7.58,10.0,7.58,10.0,10.0,7.58,7.42,83.25,0.12,0,0.0,Bluish-Green,2
Arabica,Taiwan,10,15,2015.0,Washed / Wet,7.67,7.5,7.5,7.5,10.0,7.67,10.0,10.0,7.83,7.58,83.25,0.1,0,0.0,Blue-Green,0
Arabica,Taiwan,10,60,2014.0,Washed / Wet,7.92,7.83,7.75,7.58,10.0,7.5,10.0,10.0,7.33,7.33,83.25,0.1,0,0.0,Green,0
Arabica,Colombia,250,70,2014.0,Natural / Dry,7.58,7.58,7.5,7.58,10.0,7.58,10.0,10.0,7.75,7.67,83.25,0.0,0,0.0,Green,0
Arabica,Guatemala,26,69,2014.0,Washed / Wet,7.5,7.67,7.58,7.67,10.0,7.67,10.0,10.0,7.5,7.67,83.25,0.1,0,0.0,Green,1
Arabica,Colombia,275,70,2013.0,Washed / Wet,7.83,7.5,7.67,7.33,10.0,7.67,10.0,10.0,7.67,7.58,83.25,0.11,0,0.0,Green,1
Arabica,Mexico,200,1,2013.0,Washed / Wet,7.58,7.75,7.5,7.5,10.0,7.58,10.0,10.0,7.58,7.75,83.25,0.12,0,0.0,Green,6
Arabica,United States (Hawaii),11,50,2012.0,Natural / Dry,7.58,7.75,7.83,8.0,9.33,8.08,9.33,10.0,7.67,7.67,83.25,0.11,0,0.0,Bluish-Green,4
Arabica,Mexico,10,1,2012.0,Washed / Wet,7.75,7.58,7.58,7.58,10.0,7.5,10.0,10.0,7.58,7.67,83.25,0.13,0,0.0,Green,7
Arabica,Mexico,54,1,2012.0,Washed / Wet,7.75,7.75,7.42,7.92,10.0,7.33,10.0,10.0,7.5,7.58,83.25,0.12,0,0.0,Blue-Green,0
Arabica,Guatemala,250,1,2012.0,Washed / Wet,7.83,7.58,7.08,7.83,10.0,7.42,10.0,10.0,8.08,7.42,83.25,0.11,0,0.0,Green,9
Arabica,Brazil,30,60,2012.0,Semi-washed / Semi-pulped,7.75,7.67,7.5,7.58,10.0,7.58,10.0,10.0,7.58,7.58,83.25,0.11,0,0.0,Blue-Green,1
Arabica,Colombia,250,70,2012.0,Washed / Wet,7.67,7.58,7.58,7.42,10.0,7.83,10.0,10.0,7.58,7.58,83.25,0.12,0,0.0,Green,1
Arabica,Colombia,175,70,2012.0,Washed / Wet,7.67,7.67,7.5,7.5,10.0,7.58,10.0,10.0,7.67,7.67,83.25,0.11,0,0.0,Green,0
Arabica,Colombia,250,70,2011.0,,7.92,7.75,7.25,7.42,10.0,7.83,10.0,10.0,7.58,7.5,83.25,0.08,0,0.0,,0
Arabica,Colombia,250,70,2010.0,,8.0,7.67,7.67,7.25,10.0,7.67,10.0,10.0,7.5,7.5,83.25,0.13,0,0.0,,1
Arabica,Colombia,250,70,2010.0,,7.92,7.75,7.5,7.42,10.0,7.42,10.0,10.0,7.67,7.58,83.25,0.04,0,0.0,,1
